urn,aspect,metadata,createdon,createdby
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.collaborative_actionitems_old,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.daily_communities,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.organic_items,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:12,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.conglomeration,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.hybrid,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:12,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.switchable,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:30,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.extensible_eyeballs,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.endtoend_applications,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:16,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.even_keeled,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:13,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.mobile,PROD)",datasetKey,"{""name"":""long_tail_companions.ecommerce.mobile"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:42,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.clicksandmortar_architectures,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.clicksandmortar_architectures"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:04,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.mobile,PROD)",domains,"{""domains"":[""urn:li:domain:7186eeff-a860-4b0a-989f-69473a0c9c67""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.multi_generational_event,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.backend_markets,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.streamlined,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.demand_driven,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.innovative_users,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.onetoone_communities,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:24,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.grass_roots,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:33,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.weekly_sales_projection,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:29,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.open_architecture,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:34,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.customized_eyeballs,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.customized_eyeballs"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:11,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.innovative_niches,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.innovative_niches"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:34,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.customized_niches,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.customized_niches"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:12,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.b2c_ecommerce,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.b2c_mindshare,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:27,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.ebusiness_etailers,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.customized_solutions,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.customized_solutions"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:13,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.sticky_deliverables,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bricksandclicks_convergence,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.bricksandclicks_convergence"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:02,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.popular_dog_names,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.popular_dog_names"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:23:30,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.usage_privileges,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:melina@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-11-06 6:44:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.robust_applications,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.robust_applications"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:59,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.strategic_applications,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.strategic_applications"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:05,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.options,PROD)",datasetKey,"{""name"":""long_tail_companions.finance.options"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:02,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.multi_tasking,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.multi_tasking"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:22,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.ubiquitous_niches,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.ubiquitous_niches"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:11,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.multi_tasking,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.integrated_systems,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.compelling_communities,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.table_constraints,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:melina@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-11-06 6:44:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.daily_actionitems,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:10,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.streamlined,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.streamlined"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:26,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.turnkey_infomediaries,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.turnkey_infomediaries"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:10,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bleedingedge_channels,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.streamlined,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.b2c_portals,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.sticky_channels,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.efficient_web,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.efficient_web"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:20,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.missioncritical_content,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.missioncritical_content"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:45,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bricksandclicks_communities,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.re_engineered,PROD)",datasetKey,"{""name"":""long_tail_companions.ecommerce.re_engineered"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:46,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.re_engineered,PROD)",domains,"{""domains"":[""urn:li:domain:7186eeff-a860-4b0a-989f-69473a0c9c67""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.usage_privileges,PROD)",datasetKey,"{""name"":""long_tail_companions.information_schema.usage_privileges"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:29:05,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.zero_defect,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.data_warehouse,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.standalone_materials,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.visionary_roi,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.visionary_roi"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:19,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.viral_etailers,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.viral_etailers"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:17,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.visionary_solutions,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.collaborative_ebusiness,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.collaborative_ebusiness"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:06,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.global,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.worldclass_eyeballs,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:22,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.visionary_etailers,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.composite_metrics,PROD)",datasetKey,"{""name"":""long_tail_companions.product_management.composite_metrics"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:30,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.composite_metrics,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
